shipment_id,warehouse_id,customer_id,crop_id,shipment_date,delivery_date,status,total_weight_kg,shipping_cost_thb,transport_mode,driver_name,vehicle_plate
SHP-000151,WH-004,CUS-0037,CRP-010,2024-12-18,2024-12-24,จัดส่งแล้ว,8835.5,19076.48,รถบรรทุก,ปรียา สมบูรณ์,กก-2478 สง
SHP-000152,WH-013,CUS-0192,CRP-014,2024-07-20,2024-07-31,จัดส่งแล้ว,11263.86,26727.06,รถไฟ,กมลา โชคดี,ฉฉ-4007 สข
SHP-000153,WH-004,CUS-0195,CRP-015,2023-08-09,2023-08-13,จัดส่งแล้ว,4162.31,8897.8,เรือ,ศิริ บุญมา,งง-2445 สข
SHP-000154,WH-008,CUS-0181,CRP-012,2021-07-09,2021-07-11,จัดส่งแล้ว,20366.11,18686.1,รถไฟ,สมหญิง ฤทธิ์ไกร,ชช-3252 สข
SHP-000155,WH-006,CUS-0102,CRP-007,2021-10-06,2021-10-11,จัดส่งแล้ว,21547.5,27460.39,รถบรรทุก,สุดา พลัง,งง-4165 กทม
SHP-000156,WH-002,CUS-0053,CRP-007,2023-06-26,2023-07-09,ยกเลิก,2808.61,1800.3,รถบรรทุก,ชาญชัย ทรัพย์มา,งง-6553 ขก
SHP-000157,WH-008,CUS-0136,CRP-013,2021-11-16,2021-11-30,จัดส่งแล้ว,5586.77,11641.58,รถบรรทุก,ลัดดา ดวงดี,ขข-5988 ขก
SHP-000158,WH-011,CUS-0155,CRP-014,2024-08-20,2024-08-23,จัดส่งแล้ว,28582.12,30105.47,รถไฟ,วรากร ดาวเรือง,ฉฉ-9840 กทม
SHP-000159,WH-015,CUS-0128,CRP-007,2022-08-05,2022-08-17,จัดส่งแล้ว,28711.52,27364.05,รถบรรทุก,ปิยะ สีทอง,งง-9688 ขก
SHP-000160,WH-009,CUS-0016,CRP-014,2023-07-25,2023-08-02,กำลังขนส่ง,1013.52,2157.75,เรือ,วีระ บุญมา,ฉฉ-8197 สข
SHP-000161,WH-002,CUS-0067,CRP-004,2025-02-08,2025-02-17,จัดส่งแล้ว,21572.25,39074.35,รถไฟ,วิทยา ทรัพย์มา,กก-4951 กทม
SHP-000162,WH-001,CUS-0060,CRP-002,2025-12-29,2026-01-07,กำลังขนส่ง,29003.37,46830.97,รถไฟ,นงลักษณ์ เพชรดี,ฉฉ-2611 สข
SHP-000163,WH-011,CUS-0167,CRP-014,2024-05-13,2024-05-21,จัดส่งแล้ว,17514.55,32364.55,รถบรรทุก,วีระ ดวงดี,กก-3426 สง
SHP-000164,WH-009,CUS-0181,CRP-002,2023-12-03,2023-12-14,กำลังขนส่ง,23821.04,26529.06,รถบรรทุก,นภา วงศ์งาม,ฉฉ-9142 สง
SHP-000165,WH-002,CUS-0062,CRP-015,2025-12-16,2025-12-17,จัดส่งแล้ว,22473.31,37471.18,รถบรรทุก,ฉัตรชัย ทรัพย์มา,ฉฉ-1111 ขก
SHP-000166,WH-005,CUS-0025,CRP-005,2024-07-09,2024-07-17,จัดส่งแล้ว,27076.66,62576.19,รถบรรทุก,อนันต์ ดาวเรือง,ขข-7945 กทม
SHP-000167,WH-011,CUS-0056,CRP-001,2025-11-03,2025-11-14,จัดส่งแล้ว,24129.19,35658.0,รถบรรทุก,ทองสุข ทองดี,งง-5319 ชม
SHP-000168,WH-005,CUS-0040,CRP-001,2021-09-25,2021-09-29,จัดส่งแล้ว,28740.1,35917.38,รถไฟ,ธวัช พิมพา,ขข-1556 ชม
SHP-000169,WH-003,CUS-0145,CRP-012,2021-06-21,2021-06-24,จัดส่งแล้ว,12339.17,17969.7,รถบรรทุก,กิตติ ดำรง,ชช-2084 สข
SHP-000170,WH-004,CUS-0002,CRP-003,2021-12-06,2021-12-14,จัดส่งแล้ว,24053.34,33124.18,รถไฟ,สุดา รักษ์ดี,งง-9064 สง
SHP-000171,WH-006,CUS-0019,CRP-002,2021-12-04,2021-12-06,จัดส่งแล้ว,25857.26,63429.87,รถบรรทุก,นงลักษณ์ ดาวเรือง,ฉฉ-8731 ขก
SHP-000172,WH-012,CUS-0161,CRP-008,2022-03-08,2022-03-09,จัดส่งแล้ว,3301.7,1701.21,รถบรรทุก,กมลา เพชรดี,กก-1709 ขก
SHP-000173,WH-011,CUS-0070,CRP-005,2021-09-07,2021-09-08,จัดส่งแล้ว,2030.7,4424.68,รถบรรทุก,ชัยวัฒน์ ทองแดง,ชช-4458 กทม
SHP-000174,WH-001,CUS-0148,CRP-002,2024-02-06,,รอดำเนินการ,6338.97,4964.53,เรือ,บุญมา ทองแดง,กก-6422 ชม
SHP-000175,WH-009,CUS-0084,CRP-010,2021-07-22,2021-07-28,จัดส่งแล้ว,15317.43,9440.04,รถไฟ,วิทยา รักษ์ดี,ฉฉ-8499 สข
SHP-000176,WH-006,CUS-0070,CRP-007,2025-12-28,2026-01-10,จัดส่งแล้ว,19335.09,38356.05,รถบรรทุก,สุชาติ เจริญสุข,ฉฉ-8502 สง
SHP-000177,WH-001,CUS-0140,CRP-004,2024-08-14,2024-08-15,จัดส่งแล้ว,19684.2,36289.34,รถบรรทุก,ณรงค์ สีทอง,ขข-5371 สข
SHP-000178,WH-005,CUS-0052,CRP-012,2023-09-27,2023-10-07,กำลังขนส่ง,28572.98,30631.97,รถบรรทุก,วิชัย เพชรดี,ฉฉ-7523 กทม
SHP-000179,WH-008,CUS-0170,CRP-006,2021-10-24,2021-10-29,กำลังขนส่ง,26049.13,29187.88,รถบรรทุก,กมลา ศรีสุข,ชช-7839 สง
SHP-000180,WH-005,CUS-0029,CRP-009,2025-04-05,2025-04-13,จัดส่งแล้ว,27773.69,20581.81,เรือ,สุชาติ รุ่งโรจน์,ฉฉ-7698 กทม
SHP-000181,WH-012,CUS-0134,CRP-001,2024-08-25,2024-09-05,จัดส่งแล้ว,16454.41,35890.18,เรือ,จันทร์ ทองแดง,งง-9925 ชม
SHP-000182,WH-005,CUS-0059,CRP-002,2023-02-14,2023-02-23,จัดส่งแล้ว,28038.18,35953.03,รถบรรทุก,นิตยา เกษตรดี,กก-7931 กทม
SHP-000183,WH-007,CUS-0127,CRP-012,2024-11-01,2024-11-04,จัดส่งแล้ว,29712.0,73612.89,เรือ,ธนกร โชคดี,ขข-1123 ชม
SHP-000184,WH-008,CUS-0010,CRP-014,2022-07-19,2022-08-01,จัดส่งแล้ว,22786.99,52891.41,รถไฟ,ธวัช เกษตรดี,กก-5672 สง
SHP-000185,WH-012,CUS-0099,CRP-012,2024-04-30,2024-05-13,จัดส่งแล้ว,11001.67,7454.24,รถไฟ,จันทร์ มงคล,งง-8879 กทม
SHP-000186,WH-005,CUS-0196,CRP-014,2024-11-05,,รอดำเนินการ,15326.95,32176.51,เรือ,ปรียา รักษ์ดี,ชช-1172 สข
SHP-000187,WH-005,CUS-0152,CRP-005,2021-12-24,2021-12-26,ยกเลิก,13266.78,13782.99,รถบรรทุก,ชาญชัย สุขใจ,งง-1973 สง
SHP-000188,WH-012,CUS-0016,CRP-010,2023-01-12,2023-01-23,จัดส่งแล้ว,3466.56,8181.98,รถบรรทุก,นภา พันธ์ดี,กก-4386 สข
SHP-000189,WH-002,CUS-0094,CRP-012,2022-08-27,2022-09-06,กำลังขนส่ง,16594.41,34567.5,รถบรรทุก,สมชาย แสงงาม,ฉฉ-6657 สข
SHP-000190,WH-009,CUS-0058,CRP-008,2024-05-06,2024-05-11,จัดส่งแล้ว,14499.07,17816.46,รถไฟ,กมลา ชูชื่น,ขข-4173 ชม
SHP-000191,WH-012,CUS-0045,CRP-012,2022-09-26,2022-10-02,จัดส่งแล้ว,8164.32,15311.96,รถบรรทุก,วิทยา ศรีสุข,งง-6310 สข
SHP-000192,WH-008,CUS-0109,CRP-008,2022-01-04,2022-01-07,กำลังขนส่ง,13601.3,32038.36,รถบรรทุก,เกษม โชคดี,กก-9958 สง
SHP-000193,WH-015,CUS-0074,CRP-008,2023-03-16,2023-03-17,กำลังขนส่ง,25490.5,29368.61,เรือ,ณรงค์ พันธ์ดี,ชช-5150 ชม
SHP-000194,WH-013,CUS-0039,CRP-011,2021-02-19,,รอดำเนินการ,9696.76,8695.82,รถไฟ,วีระ สาระ,งง-5478 ชม
SHP-000195,WH-012,CUS-0157,CRP-013,2021-02-10,2021-02-15,จัดส่งแล้ว,12321.07,26719.63,เรือ,ธวัช ดาวเรือง,ฉฉ-1513 ขก
SHP-000196,WH-012,CUS-0075,CRP-001,2024-06-19,2024-06-29,จัดส่งแล้ว,15382.9,13997.91,เรือ,ประสิทธิ์ ใจดี,ชช-9440 ขก
SHP-000197,WH-007,CUS-0184,CRP-010,2021-06-28,2021-06-29,กำลังขนส่ง,1475.25,2166.15,รถบรรทุก,ปรียา ฤทธิ์ไกร,ชช-2111 ขก
SHP-000198,WH-009,CUS-0105,CRP-002,2022-01-30,2022-02-13,กำลังขนส่ง,18188.56,15268.95,รถบรรทุก,ธนกร พลัง,ชช-9855 กทม
SHP-000199,WH-006,CUS-0130,CRP-012,2022-07-02,2022-07-11,จัดส่งแล้ว,26961.27,25262.07,รถบรรทุก,พิชัย ศรีสุข,ชช-7775 กทม
SHP-000200,WH-015,CUS-0072,CRP-009,2024-04-11,2024-04-15,กำลังขนส่ง,22072.22,12026.0,เรือ,สมพงษ์ ดีงาม,กก-1170 กทม
SHP-000201,WH-001,CUS-0106,CRP-001,2021-11-07,2021-11-14,กำลังขนส่ง,24154.26,19634.3,รถบรรทุก,สายฝน รุ่งโรจน์,ฉฉ-2877 สข
SHP-000202,WH-009,CUS-0085,CRP-001,2022-01-19,,รอดำเนินการ,20775.83,38278.13,รถบรรทุก,วิชัย พันธ์ดี,ชช-6117 ขก
SHP-000203,WH-004,CUS-0144,CRP-013,2022-07-20,2022-07-24,กำลังขนส่ง,2363.6,3857.27,รถบรรทุก,กมลา พลัง,ขข-7413 กทม
SHP-000204,WH-014,CUS-0070,CRP-008,2022-03-27,2022-03-30,จัดส่งแล้ว,18899.25,40747.72,รถบรรทุก,สุรศักดิ์ โชคดี,งง-3559 สง
SHP-000205,WH-007,CUS-0155,CRP-015,2025-03-30,2025-04-10,จัดส่งแล้ว,5083.18,5788.67,รถบรรทุก,สุรศักดิ์ แสงงาม,กก-9631 สง
SHP-000206,WH-010,CUS-0156,CRP-011,2023-04-17,2023-04-21,จัดส่งแล้ว,17286.64,34009.37,รถไฟ,ประสิทธิ์ ศรีสุข,งง-2736 ชม
SHP-000207,WH-009,CUS-0191,CRP-008,2024-03-05,2024-03-07,จัดส่งแล้ว,13334.8,14647.03,รถไฟ,กิตติ สีทอง,ฉฉ-4691 สข
SHP-000208,WH-015,CUS-0006,CRP-009,2025-04-15,2025-04-17,จัดส่งแล้ว,3149.92,6543.44,รถบรรทุก,วิทยา พิมพา,ขข-7182 กทม
SHP-000209,WH-009,CUS-0138,CRP-002,2024-12-12,2024-12-17,กำลังขนส่ง,11437.87,6635.82,รถไฟ,อาทิตย์ มงคล,กก-5945 สง
SHP-000210,WH-010,CUS-0026,CRP-010,2022-12-06,2022-12-11,ยกเลิก,10255.25,21615.17,รถบรรทุก,สุชาติ พันธ์ดี,ฉฉ-6803 กทม
SHP-000211,WH-014,CUS-0120,CRP-006,2021-09-19,2021-09-25,จัดส่งแล้ว,2646.98,6398.28,รถบรรทุก,กิตติ พลัง,ขข-5671 กทม
SHP-000212,WH-008,CUS-0048,CRP-006,2023-05-10,2023-05-16,จัดส่งแล้ว,17173.69,40801.91,เรือ,กิตติ บุญมา,กก-3643 ชม
SHP-000213,WH-007,CUS-0048,CRP-007,2022-09-03,2022-09-08,จัดส่งแล้ว,7317.88,4338.58,เรือ,สายฝน พันธ์ดี,ขข-9814 สง
SHP-000214,WH-009,CUS-0184,CRP-006,2023-04-09,2023-04-16,จัดส่งแล้ว,8778.4,17545.36,รถบรรทุก,วรากร สุขใจ,ฉฉ-2816 ชม
SHP-000215,WH-012,CUS-0089,CRP-010,2021-09-08,2021-09-19,กำลังขนส่ง,29089.4,22589.12,รถบรรทุก,กิตติ มงคล,ชช-9898 สข
SHP-000216,WH-006,CUS-0062,CRP-007,2023-11-07,,รอดำเนินการ,24244.84,21839.29,รถบรรทุก,นิตยา ดำรง,ฉฉ-4359 ขก
SHP-000217,WH-003,CUS-0080,CRP-014,2023-07-29,2023-08-02,จัดส่งแล้ว,27064.96,62219.68,เรือ,จักรกฤษณ์ ดีงาม,งง-4881 สข
SHP-000218,WH-009,CUS-0103,CRP-006,2022-02-18,2022-02-22,กำลังขนส่ง,15145.53,26866.97,เรือ,ปราณี ใจดี,ฉฉ-8363 ชม
SHP-000219,WH-010,CUS-0165,CRP-013,2025-10-17,2025-10-19,จัดส่งแล้ว,18135.61,34978.02,เรือ,มาลี มงคล,กก-9698 กทม
SHP-000220,WH-007,CUS-0083,CRP-009,2021-10-20,2021-10-21,จัดส่งแล้ว,7554.69,5737.29,รถบรรทุก,วิทยา รักษ์ดี,งง-3555 กทม
SHP-000221,WH-007,CUS-0088,CRP-005,2022-06-14,2022-06-22,จัดส่งแล้ว,24972.86,43880.62,รถบรรทุก,สุรศักดิ์ พิมพา,กก-7889 กทม
SHP-000222,WH-012,CUS-0075,CRP-007,2022-03-11,2022-03-24,จัดส่งแล้ว,3063.83,6147.11,รถไฟ,ชัยวัฒน์ พลัง,ขข-3775 ขก
SHP-000223,WH-012,CUS-0098,CRP-003,2021-07-27,2021-07-28,จัดส่งแล้ว,1302.59,1701.36,รถบรรทุก,เอกชัย พันธ์ดี,กก-5298 สง
SHP-000224,WH-005,CUS-0134,CRP-005,2024-01-25,,รอดำเนินการ,7729.47,18047.58,รถไฟ,สุนิสา เกษตรดี,ขข-4194 ชม
SHP-000225,WH-013,CUS-0150,CRP-009,2025-12-14,2025-12-19,จัดส่งแล้ว,14018.0,10813.55,เรือ,วีระ สุขใจ,ฉฉ-5841 ชม
SHP-000226,WH-003,CUS-0177,CRP-010,2023-01-17,2023-01-19,จัดส่งแล้ว,20129.28,23580.5,รถบรรทุก,จันทร์ โชคดี,ฉฉ-8172 กทม
SHP-000227,WH-005,CUS-0012,CRP-013,2024-01-02,2024-01-09,จัดส่งแล้ว,2480.11,5827.68,รถบรรทุก,มาลี ศรีสุข,กก-5493 ชม
SHP-000228,WH-003,CUS-0033,CRP-005,2024-07-31,2024-08-13,จัดส่งแล้ว,17737.26,20933.43,เรือ,กิตติ พันธ์ดี,ฉฉ-3044 ขก
SHP-000229,WH-012,CUS-0109,CRP-002,2025-02-22,2025-02-27,จัดส่งแล้ว,18795.73,14342.75,รถไฟ,อาทิตย์ สาระ,งง-4877 ชม
SHP-000230,WH-008,CUS-0069,CRP-010,2023-01-09,,รอดำเนินการ,5148.18,5649.94,เรือ,สุนิสา พันธ์ดี,กก-6902 ขก
SHP-000231,WH-008,CUS-0092,CRP-006,2024-05-23,2024-06-01,จัดส่งแล้ว,12461.9,27583.21,รถบรรทุก,สุชาติ วงศ์งาม,ฉฉ-9528 กทม
SHP-000232,WH-015,CUS-0196,CRP-012,2025-09-15,2025-09-28,จัดส่งแล้ว,13473.95,25716.87,รถไฟ,เอกชัย พลัง,ฉฉ-9986 กทม
SHP-000233,WH-008,CUS-0138,CRP-001,2023-09-11,2023-09-24,จัดส่งแล้ว,12646.71,15030.04,รถบรรทุก,ยุทธนา มีสุข,ขข-7825 สข
SHP-000234,WH-010,CUS-0093,CRP-001,2025-01-29,2025-02-05,จัดส่งแล้ว,25008.86,50011.94,รถบรรทุก,นฤมล โชคดี,ชช-7978 กทม
SHP-000235,WH-006,CUS-0164,CRP-009,2024-02-16,2024-02-29,จัดส่งแล้ว,10698.77,6956.23,รถไฟ,อนันต์ ทองดี,กก-6335 สง
SHP-000236,WH-009,CUS-0121,CRP-007,2022-01-06,2022-01-19,กำลังขนส่ง,21970.8,27520.15,รถบรรทุก,กิตติ สีทอง,งง-2270 สข
SHP-000237,WH-012,CUS-0054,CRP-001,2022-01-25,2022-02-02,กำลังขนส่ง,10164.59,20227.84,รถบรรทุก,ศิริ สีทอง,ขข-9156 สข
SHP-000238,WH-004,CUS-0010,CRP-013,2022-08-08,2022-08-15,กำลังขนส่ง,9430.45,11880.44,รถบรรทุก,อาทิตย์ เกษตรดี,ชช-3528 สง
SHP-000239,WH-015,CUS-0121,CRP-015,2023-05-18,2023-05-30,กำลังขนส่ง,4317.12,2728.49,รถบรรทุก,สุชาติ ฤทธิ์ไกร,ขข-4397 สข
SHP-000240,WH-010,CUS-0062,CRP-012,2025-10-15,2025-10-28,ยกเลิก,5879.78,4388.34,เรือ,สุรศักดิ์ ทรัพย์มา,ชช-3264 สข
SHP-000241,WH-015,CUS-0148,CRP-014,2023-12-24,2024-01-03,กำลังขนส่ง,14664.0,8703.31,รถบรรทุก,บุญมา พันธ์ดี,ขข-7668 สง
SHP-000242,WH-005,CUS-0130,CRP-010,2021-02-05,2021-02-11,จัดส่งแล้ว,19714.83,11990.52,รถบรรทุก,วิชัย ชูชื่น,ขข-2860 สข
SHP-000243,WH-014,CUS-0123,CRP-014,2021-02-26,2021-02-27,จัดส่งแล้ว,6930.38,16867.31,รถบรรทุก,นิตยา มีสุข,กก-7550 กทม
SHP-000244,WH-006,CUS-0059,CRP-008,2025-05-08,2025-05-15,จัดส่งแล้ว,5478.93,10406.19,รถไฟ,นภา สีทอง,ชช-2620 กทม
SHP-000245,WH-001,CUS-0069,CRP-005,2021-08-17,2021-08-31,กำลังขนส่ง,26043.34,49210.22,รถบรรทุก,บุญมา โชคดี,ชช-2181 สข
SHP-000246,WH-001,CUS-0014,CRP-005,2021-07-18,2021-07-28,กำลังขนส่ง,24480.17,52577.55,รถบรรทุก,ธนกร มีสุข,กก-1919 ขก
SHP-000247,WH-009,CUS-0155,CRP-013,2024-05-18,2024-05-31,จัดส่งแล้ว,2261.64,1271.16,รถบรรทุก,ศิริ มงคล,ชช-9706 สข
SHP-000248,WH-003,CUS-0193,CRP-002,2025-12-23,,รอดำเนินการ,6072.63,12191.9,รถบรรทุก,นิตยา ดีงาม,ขข-3438 กทม
SHP-000249,WH-010,CUS-0200,CRP-010,2021-12-12,,รอดำเนินการ,24126.54,22785.55,รถบรรทุก,อาทิตย์ ฤทธิ์ไกร,ขข-9199 กทม
SHP-000250,WH-003,CUS-0110,CRP-008,2025-10-10,,รอดำเนินการ,22707.85,25998.14,เรือ,รัตนา ดวงดี,งง-1256 กทม
